Gene,Module
GPR27,module_6
ALKAL2,module_6
CCDC141,module_6
STPG4,module_6
RTP5,module_6
FAM240C,module_3
NKIRAS2,module_6
NKIRAS1,module_6
CDH19,module_6
DLL1,module_6
ERICH2,module_6
IAH1,module_6
HYCC2,module_6
UNC80,module_6
DUSP28,module_6
SLC9A9,module_6
GPER1,module_6
EOGT,module_2
EPHA6,module_6
C3orf38,module_6
ZNF619,module_3
ZNF621,module_6
IGSF10,module_6
C3orf33,module_6
CCDC66,module_6
SLC9C1,module_6
TCAIM,module_6
ZNF852,module_6
ZNF660,module_6
SUMF1,module_6
RPUSD3,module_6
PRRT3,module_6
DPH3,module_6
C3orf70,module_6
TPRG1,module_6
DCAF4L1,module_6
CYP4V2,module_6
DOK7,module_6
RNF212,module_6
GPRIN3,module_6
COX18,module_6
YIPF7,module_6
FRYL,module_6
RNF175,module_6
STPG2,module_6
C4orf54,module_6
SH3PXD2B,module_6
FAM153A,module_6
ARL10,module_6
KIAA0825,module_6
GPR150,module_6
DTWD2,module_6
RELL2,module_6
RIMOC1,module_6
KIF4B,module_6
RNF180,module_6
SREK1IP1,module_6
ZNF454,module_6
GPR34,module_6
RGMB,module_6
PPIL6,module_6
DCBLD1,module_1
CAGE1,module_6
PRR18,module_6
PNPLA1,module_6
CNPY1,module_6
GPR35,module_6
TCAF2,module_6
ZNF775,module_6
ATG9B,module_6
ZNF789,module_6
ANK1,module_6
LSMEM1,module_6
XKR6,module_6
NSMCE2,module_6
ZNF707,module_6
FAM83H,module_6
GPR37,module_6
ZFP41,module_6
TRIQK,module_6
DPY19L4,module_6
FBXO43,module_6
NKAIN3,module_6
PPP1R42,module_6
MLNR,module_6
CRB2,module_6
SCAI,module_6
CFAP157,module_6
SPATA31E1,module_6
LCN12,module_6
TPRN,module_6
GPR39,module_6
TUSC1,module_6
FAM78A,module_6
LURAP1L,module_6
ATP11C,module_6
NLRP2B,module_2
YIPF6,module_6
CFAP47,module_6
FAM133A,module_6
TMSB15B,module_6
ILDR1,module_6
STON1-GTF2A1L,module_6
GRK4,module_6
TRIM59,module_6
GRK5,module_6
ANK2,module_6
GRK6,module_6
TRIM42,module_6
MKNK2,module_6
GPS1,module_6
GPS2,module_6
GPX1,module_6
GPX2,module_2
GPX4,module_6
GPX7,module_6
GRB7,module_6
GRB10,module_6
GRB14,module_6
RAPGEF1,module_6
GRIA1,module_6
GRIA3,module_6
GRIA4,module_6
GRID1,module_6
GRID2,module_6
TRIB2,module_6
CCDC22,module_6
REM1,module_6
DEXI,module_6
LAMTOR2,module_6
MRPS28,module_6
COA3,module_6
TMEM176B,module_6
GRN,module_6
DCPS,module_3
OSTM1,module_6
GIT1,module_6
SLC27A6,module_6
SNX24,module_6
SLC6A16,module_6
BZW2,module_6
GRIK1,module_6
C11orf54,module_6
AAMDC,module_6
SPCS1,module_6
MRPS18B,module_6
C19orf53,module_6
ACAD9,module_6
MRPL42,module_6
TMEM14A,module_6
GRIK2,module_6
IFT81,module_2
FLVCR1,module_6
TMPRSS11E,module_6
RGCC,module_6
MCTS1,module_6
MAGEH1,module_6
NOB1,module_6
DBNL,module_6
NTMT1,module_6
GRIK3,module_6
ASTE1,module_6
COMMD5,module_6
MACROD1,module_6
HIPK2,module_6
MRPL13,module_6
KLF15,module_6
ABR,module_6
GRIK4,module_6
GRIK5,module_6
SLC43A3,module_6
GRIN1,module_6
ATAD2,module_6
GRIN2A,module_6
GRIN2B,module_6
GRIN2C,module_6
TMEM230,module_6
GRIN2D,module_6
WDR91,module_6
ZCCHC4,module_6
ZC3H7A,module_5
ZBTB44,module_6
CFAP263,module_6
C1GALT1C1,module_6
SETD2,module_6
MRPL18,module_6
NDUFAF4,module_6
MED4,module_6
NR3C1,module_6
METTL5,module_6
CHMP4A,module_6
GTPBP8,module_6
PHPT1,module_6
THYN1,module_6
MRPL15,module_6
UBE2T,module_6
ARHGAP35,module_6
TIMM21,module_6
STXBP6,module_6
MRPL22,module_6
LGALSL,module_6
ORMDL2,module_6
CNIH4,module_6
RANGRF,module_6
COMMD9,module_6
SLC25A4,module_6
TMEM208,module_6
SSU72,module_6
DROSHA,module_6
DNAJC15,module_6
N6AMT1,module_6
CFAP20,module_6
SCG3,module_6
NXT1,module_6
PYCARD,module_6
FHOD1,module_6
GRM1,module_6
TBK1,module_6
TAGLN3,module_6
SAP30BP,module_6
MYLIP,module_6
DDX25,module_6
CTNNA3,module_6
GRM2,module_6
ANKRD11,module_6
CD274,module_6
RACGAP1,module_6
UHRF1,module_6
GRM3,module_6
GRM4,module_6
GRM5,module_6
GRM6,module_2
GRM7,module_6
GRM8,module_6
CXCL1,module_6
SLC25A5,module_6
CXCL2,module_6
CXCL3,module_6
GRP,module_6
PDIA3,module_6
GRPR,module_6
SLC25A6,module_6
GSK3B,module_6
GSN,module_6
GSR,module_6
GSS,module_6
GSTA4,module_6
GSTM1,module_6
GSTM2,module_6
GSTM3,module_6
GSTM4,module_6
GSTM5,module_6
GSTP1,module_6
GSTT2,module_6
GSTZ1,module_6
MSH6,module_6
GTF2A2,module_6
GTF2B,module_6
GTF2E1,module_6
GTF2F1,module_6
GTF2F2,module_6
GTF2H1,module_6
GTF2H2,module_6
GTF2H3,module_6
GTF2H4,module_6
GTF3A,module_6
BRF1,module_6
GTF3C1,module_6
GTF3C2,module_6
BLNK,module_6
PACSIN3,module_6
TMOD4,module_6
TMOD3,module_6
GUCY1A2,module_6
CARD10,module_6
ABT1,module_6
GUCA1A,module_6
PARVB,module_6
NCAPH2,module_6
CYP2S1,module_6
OLA1,module_6
GUCA1B,module_6
UQCR10,module_6
YPEL1,module_6
ZDHHC1,module_6
ZDHHC8,module_6
VPREB3,module_4
REPIN1,module_6
GUCY1A1,module_6
GUCY2C,module_6
GRHL1,module_6
TFCP2L1,module_6
SENP1,module_6
TFPT,module_6
TRPM5,module_6
UBN1,module_6
GUCY2F,module_6
GUK1,module_6
ALG5,module_6
ANAPC2,module_6
CNOT7,module_6
SNX8,module_6
GNL2,module_6
RBM15B,module_6
PSMC3IP,module_6
CPSF1,module_6
GPSM2,module_6
GUSB,module_6
SAC3D1,module_6
FAM216A,module_6
CCDC106,module_6
EEF2K,module_6
ST8SIA5,module_6
SNX15,module_6
GPR171,module_6
HOOK2,module_6
UBIAD1,module_6
HCFC2,module_6
SNX11,module_6
RMC1,module_6
GYG1,module_6
NME7,module_6
HILPDA,module_6
GMPPB,module_6
GMPPA,module_5
SEC61A1,module_6
ALG6,module_6
GYPA,module_6
SNX12,module_6
RPA4,module_6
NENF,module_6
GYPB,module_6
DSE,module_6
PKN3,module_6
PURG,module_6
PADI1,module_6
PNMA3,module_6
ANAPC4,module_6
SERTAD3,module_6
OSGIN1,module_6
IL19,module_6
GYPC,module_6
SERTAD1,module_6
PDZRN4,module_6
DPP7,module_6
TRHDE,module_4
POMT2,module_6
CERS2,module_6
SLC25A24,module_6
DMGDH,module_6
NRBP1,module_6
GYPE,module_6
MRM2,module_6
PRICKLE4,module_1
CDIP1,module_6
STRN3,module_6
LRP12,module_6
PSAT1,module_6
MDFIC,module_6
GYS1,module_6
A1CF,module_6
UBQLN2,module_6
UBQLN1,module_6
GYS2,module_6
DONSON,module_6
NRBF2,module_6
RHOD,module_6
SLC39A3,module_6
SLC2A8,module_6
PILRB,module_6
PILRA,module_6
BAZ2B,module_6
LMCD1,module_6
ACAA1,module_6
GUCY2D,module_6
TNPO2,module_6
ERO1A,module_6
EFEMP2,module_6
TBX21,module_6
NXPH1,module_6
SH3KBP1,module_6
H1-0,module_6
H1-2,module_6
SLC40A1,module_5
H1-4,module_6
ANXA1,module_6
H2AC8,module_6
H2AZ1,module_6
H2BC5,module_6
ANXA2,module_6
H3-3A,module_6
H3-3B,module_6
H1-1,module_6
HSD17B10,module_6
HAGH,module_6
HADHB,module_6
HADH,module_6
HAL,module_6
HARS1,module_6
HAS1,module_6
HAS2,module_6
HAS3,module_6
HBA1,module_6
HBA2,module_6
HBM,module_6
HBB,module_6
HBD,module_6
HBQ1,module_6
HCCS,module_6
HCFC1,module_6
HCK,module_6
HCLS1,module_6
ANXA3,module_6
HCRTR1,module_6
HCRTR2,module_6
HTT,module_6
HDAC1,module_6
HDAC2,module_6
HDGF,module_6
ANXA4,module_5
HELLS,module_6
NCKAP1L,module_6
HEXA,module_6
HEXB,module_6
CFH,module_6
HFE,module_6
CFHR1,module_6
ANXA5,module_6
HUNK,module_6
SOX8,module_6
VSX1,module_6
ADGRE2,module_6
KCNIP3,module_6
KCNIP2,module_6
HGF,module_6
KCNIP1,module_6
CXXC1,module_6
ZNF354C,module_6
NT5C,module_6
POLR1H,module_6
DNTTIP2,module_6
SOCS7,module_6
NRG1,module_6
EHD4,module_6
EHD3,module_6
EHD2,module_6
PIK3R4,module_6
CDR2L,module_6
TAX1BP3,module_6
HHEX,module_6
ANXA6,module_6
HIC1,module_6
HIP1,module_6
UBE2K,module_6
HINT1,module_6
HIVEP1,module_6
STOML2,module_6
HIVEP2,module_6
HK2,module_6
ZBTB48,module_6
HLA-A,module_6
HLA-B,module_6
HLA-C,module_6
HLA-DMA,module_6
HLA-DMB,module_6
ANXA11,module_6
HLA-DOA,module_6
HLA-DOB,module_5
HLA-DPA1,module_6
HLA-DPB1,module_6
HLA-DQA1,module_6
HLA-DQA2,module_4
HLA-DQB1,module_6
HLA-DRA,module_6
HLA-DRB1,module_6
HLA-DRB5,module_6
HLF,module_6
HLA-E,module_6
HLA-F,module_6
HLA-G,module_6
AOC2,module_6
MR1,module_6
HLCS,module_6
HLX,module_6
HMBS,module_6
HMGB1,module_6
HMGB2,module_6
HMGB3,module_6
HMGN1,module_6
HMGN2,module_6
HMGCL,module_6
HMGCR,module_6
HMGCS1,module_6
HMGA1,module_6
AOX1,module_6
HMMR,module_6
HMOX1,module_6
HMOX2,module_6
NR4A1,module_6
FOXA1,module_6
APAF1,module_6
FOXA2,module_6
HNF4A,module_6
HNF4G,module_6
ONECUT1,module_6
HNMT,module_6
EIF4E3,module_6
FAM149B1,module_1
RFESD,module_6
SLC29A2,module_6
DHRS4L2,module_6
C14orf39,module_6
CCDC85C,module_6
DDX51,module_6
NUDT2,module_6
HNRNPA2B1,module_6
HNRNPC,module_6
HNRNPF,module_6
HNRNPH1,module_6
HNRNPH3,module_6
HNRNPK,module_6
TTC6,module_6
HNRNPL,module_6
KRT73,module_6
ACACB,module_6
APBA1,module_6
HPCA,module_6
HOXA13,module_6
APBA2,module_6
HOXB3,module_6
APBB1,module_6
APBB2,module_6
HOXD1,module_6
HOXD3,module_6
HOXD4,module_6
HP,module_6
HPCAL1,module_6
HPGD,module_6
HPN,module_6
HPR,module_6
HPRT1,module_6
HPS1,module_6
AIRE,module_6
HPX,module_6
ZAR1,module_6
HRAS,module_6
ERAS,module_6
RAB37,module_6
AGFG1,module_6
HRH1,module_6
APEH,module_6
HRC,module_6
HRH2,module_6
PRMT2,module_6
PRMT1,module_6
APEX1,module_6
HES1,module_6
HSBP1,module_6
HSD3B1,module_6
BIRC2,module_6
HSD11B1,module_6
HSD17B1,module_6
HSD17B3,module_4
HSD17B4,module_6
HSF1,module_6
HSF2,module_6
HSF4,module_6
ACADL,module_6
BIRC3,module_6
DNAJB2,module_6
DNAJA1,module_6
HSPA1A,module_6
HSPA1B,module_6
HSPA1L,module_6
HSPA2,module_6
HSPA4,module_6
HSPA5,module_6
XIAP,module_6
HSPA6,module_6
HSPA8,module_6
HSPA9,module_6
HSPB1,module_6
HSPB2,module_6
HSP90AA1,module_6
IGSF3,module_6
HSP90AB1,module_6
HSPD1,module_6
HSPE1,module_6
DNAJB1,module_6
DNAJC4,module_5
HSPG2,module_6
PPM1J,module_6
APLP2,module_6
NDST1,module_6
FOXN2,module_6
APOA1,module_6
HTR1A,module_6
HTR1B,module_6
HTR1D,module_6
HTR1E,module_6
HTR1F,module_6
HTR2A,module_6
HTR2B,module_6
HTR2C,module_6
APOA2,module_6
HTR4,module_6
HTR5A,module_6
HTR6,module_6
HTR7,module_6
HUS1,module_6
TNC,module_6
HYAL1,module_6
IAPP,module_6
IARS1,module_6
UBAC2,module_6
CHSY3,module_6
KRTAP7-1,module_6
APOB,module_6
ICAM1,module_6
GPIHBP1,module_6
RAB7B,module_6
ICAM2,module_6
HCAR2,module_6
ICAM3,module_6
LUZP2,module_6
TMEM225,module_6
OR5F1,module_6
ANKRD13D,module_1
ANKRD42,module_6
B4GALNT4,module_6
C1QL4,module_6
TMEM119,module_6
TAFA2,module_6
C1QTNF9,module_6
VSX2,module_6
C17orf67,module_6
OXLD1,module_6
CCDC137,module_6
ARL16,module_6
MSL1,module_6
ZNF181,module_6
ZNF546,module_6
MYPOP,module_6
ADAMTSL5,module_6
CLEC4G,module_5
IRF8,module_6
ANKRD45,module_6
C1orf174,module_6
KLHL17,module_6
TMEM52,module_6
BRINP3,module_6
TFAP2E,module_6
ZNF678,module_5
CCDC190,module_6
ARMH1,module_6
ZFP69,module_6
MRPL58,module_6
SLC35E4,module_6
SMIM45,module_6
ID1,module_6
CYP27C1,module_6
ESPNL,module_6
CIMIP2C,module_6
ID2,module_6
C2orf74,module_6
IHO1,module_6
KY,module_5
ID3,module_6
CCDC158,module_6
TMPRSS11A,module_6
TRIML1,module_6
LRRC66,module_6
NAT8L,module_6
ACADM,module_6
ID4,module_6
SLC6A19,module_6
STING1,module_6
ANKRD34B,module_6
SLC35D3,module_6
ZC3H12D,module_6
MYLK4,module_6
ZNF680,module_6
UNCX,module_6
COL28A1,module_6
ABCB5,module_6
FAM221A,module_6
TSPAN33,module_6
AGBL3,module_6
KLHL38,module_6
NRBP2,module_6
ZNF517,module_6
WDR97,module_6
TMEM249,module_6
RSPO2,module_6
ACER2,module_6
RTL5,module_6
NHSL2,module_6
NEXMIF,module_6
BEX5,module_6
TCEAL5,module_6
ZC3H12B,module_6
SATL1,module_6
DCAF12L2,module_6
RTL4,module_6
LHFPL1,module_6
LIPM,module_6
VWA2,module_6
NANOS1,module_6
MALRD1,module_6
OTOG,module_6
APOC1,module_6
DCDC1,module_6
OR2AT4,module_6
HEPHL1,module_6
SMCO2,module_6
OVCH1,module_6
SYT10,module_6
IDE,module_6
FREM2,module_6
NEK5,module_6
IDH1,module_6
IDH2,module_6
SLC35F4,module_6
LRRC9,module_6
IDH3B,module_6
GLDN,module_6
IDH3G,module_6
TMC3,module_6
ZNF774,module_6
FMN1,module_6
IDS,module_6
ZKSCAN2,module_6
ATXN1L,module_6
PKD1L3,module_6
IDUA,module_6
CD300E,module_6
KRT27,module_6
CFI,module_6
SLFN14,module_6
STAC2,module_6
IFI16,module_6
ANKRD62,module_6
VSTM2B,module_6
ZNF850,module_6
IFI27,module_6
ZNF404,module_6
ZNF284,module_6
C19orf81,module_6
ZNF677,module_6
ZSCAN22,module_6
PALM3,module_6
IFI35,module_6
RD3,module_6
CCDC18,module_6
SP110,module_6
OR2W3,module_6
OR2T8,module_6
MYBPHL,module_6
IFIT2,module_4
IFIT1,module_6
FCRL6,module_6
KCNT2,module_6
DYNLT4,module_6
RSPO4,module_6
IFIT3,module_6
XKR7,module_6
CRACDL,module_6
APOC2,module_6
NOTO,module_6
NCKAP5,module_6
CDKL4,module_6
SH3RF3,module_6
GPR148,module_6
SAMD7,module_6
AADACL2,module_6
GPR149,module_6
ZNF860,module_6
PAQR9,module_6
OSTN,module_6
ATP13A5,module_6
REELD1,module_6
SOWAHB,module_6
LRIT3,module_6
MSANTD1,module_6
HSD17B13,module_6
ZNF879,module_6
IFNAR2,module_6
PLCXD3,module_6
FBLL1,module_6
FAM174A,module_6
RSPH4A,module_6
IFNGR1,module_6
ECT2L,module_6
IFNGR2,module_6
EYS,module_6
ZNF391,module_6
ZFP57,module_6
MACC1,module_6
OR2A12,module_6
GARIN1A,module_6
KLRG2,module_6
APOD,module_6
SLC10A5,module_6
KIF24,module_6
IGFBPL1,module_6
CAVIN4,module_6
ZNF81,module_6
ITIH6,module_6
LANCL3,module_6
MPC1L,module_6
DCAF8L2,module_6
CCDC160,module_6
CXorf66,module_6
IFRD1,module_6
RAB41,module_6
CENPVL3,module_6
IGBP1,module_6
LRRTM1,module_6
CATSPER3,module_5
TUBB2B,module_6
SLC35B2,module_6
SERINC2,module_6
NME9,module_6
C6orf52,module_6
GATD1,module_6
IGF1,module_6
AMIGO2,module_6
APOE,module_6
IGF1R,module_6
TMEM255B,module_6
RBPMS2,module_6
ANKDD1A,module_6
ARPIN,module_6
CLEC18A,module_6
CTU2,module_6
IGF2R,module_6
SKA2,module_6
MCRIP1,module_6
ZNF530,module_6
SHISAL2A,module_6
IGFBP1,module_6
FAM131C,module_6
IGFBP2,module_6
IGFBP3,module_6
GEN1,module_6
IGFBP4,module_6
FTCDNL1,module_6
WDR53,module_6
IGFBP5,module_6
LNP1,module_6
CFAP100,module_6
IGFBP6,module_6
NIPAL4,module_6
HCN1,module_6
NUP43,module_6
IGFBP7,module_6
ZNF713,module_6
CCN1,module_6
WDR86,module_6
GJC3,module_6
NMNAT3,module_6
PLET1,module_6
RTN4RL2,module_6
ACADS,module_6
IGHMBP2,module_6
APP,module_6
JCHAIN,module_6
RBPJ,module_6
APRT,module_6
RILPL1,module_6
LCE1A,module_6
SLCO4C1,module_6
ZNF445,module_6
RGSL1,module_6
ANKRD37,module_6
ZNF233,module_6
TICAM2,module_6
POLN,module_6
BMP8A,module_6
IGSF1,module_6
FAS,module_6
IK,module_6
IKBKB,module_6
IL1A,module_6
IL1B,module_6
IL1R1,module_6
IL1RAP,module_6
IL1RN,module_6
IL2RB,module_6
IL3RA,module_6
IL4R,module_6
IL5,module_6
IL5RA,module_6
IL6,module_6
SHROOM2,module_6
IL6R,module_6
IL7,module_6
IL7R,module_6
CXCL8,module_6
AQP1,module_6
IL9R,module_6
IL10RA,module_6
IL10RB,module_6
IL11,module_6
IL11RA,module_6
IL12A,module_2
IL12B,module_6
IL12RB1,module_6
IL12RB2,module_6
IL13RA1,module_6
IL13RA2,module_6
RFLNB,module_6
IRF2BP2,module_6
ACADSB,module_6
AQP3,module_6
IL15,module_6
IL15RA,module_6
TMPRSS9,module_6
IL16,module_6
IL17A,module_6
IL18,module_6
FOXK2,module_6
ILF2,module_6
ILF3,module_6
AQP4,module_6
IMPA1,module_6
IMPDH1,module_6
IMPDH2,module_6
INCENP,module_6
AQP5,module_6
ING1,module_6
ING2,module_6
INHA,module_6
INHBA,module_6
INHBB,module_6
CXCL10,module_6
INPP1,module_6
AQP6,module_6
INS,module_6
INPP4A,module_6
INPP5A,module_6
INPP5B,module_6
INPP5D,module_6
INPPL1,module_6
INSIG1,module_6
AQP7,module_6
INSL3,module_6
INSL4,module_6
INSM1,module_6
INSR,module_6
EIF3E,module_6
IRAK1,module_6
ITGA6,module_6
IRAK2,module_6
IREB2,module_6
IRF1,module_6
AQP9,module_6
IRF2,module_6
IRF3,module_6
IRF4,module_6
IRF5,module_6
IRF6,module_6
IRF7,module_6
IRS1,module_6
ISG20,module_6
AR,module_6
ISLR,module_6
ITGA1,module_6
ITGA2,module_6
ITGA3,module_6
ITGA4,module_6
ITGA5,module_6
ITGA7,module_6
ABCC6,module_6
ITGA9,module_6
ITGAD,module_6
ITGAE,module_6
ITGAM,module_6
ITGAV,module_6
ITGAX,module_6
ITGB2,module_6
ARAF,module_6
ITGB3,module_6
ITGB4,module_6
EIF6,module_6
ITGB5,module_6
ITGB6,module_6
ITGB8,module_6
ITIH1,module_6
ITIH3,module_6
ACADVL,module_6
ITIH4,module_6
ITK,module_6
STT3A,module_6
ITPA,module_6
ITPK1,module_6
ITPKB,module_6
ITPR1,module_6
ITPR2,module_6
ITPR3,module_6
IVD,module_6
JAG2,module_6
JAK1,module_6
JAK2,module_6
JAK3,module_6
JARID2,module_6
JUN,module_6
JUNB,module_6
JUND,module_6
JUP,module_6
TRIM23,module_6
ANOS1,module_6
GSTK1,module_6
CD82,module_6
KARS1,module_6
USP50,module_6
KCNA1,module_6
KCNA2,module_6
KCNA3,module_6
KCNA4,module_6
AREG,module_6
KCNA5,module_6
KCNA6,module_6
FBXW10B,module_6
NDUFS7,module_6
PTCHD3,module_6
NHLRC2,module_1
GALNT18,module_6
NCR3LG1,module_6
FAM111B,module_6
TMEM179B,module_6
DNAJB13,module_3
KRT77,module_6
PTPRQ,module_6
KCNB1,module_6
ASPG,module_6
KCNC1,module_6
TEX9,module_6
KIF7,module_6
ZNF710,module_6
HDDC3,module_6
KCNC2,module_6
SPMIP8,module_6
EFCAB5,module_6
KCNC3,module_6
LRRC37A3,module_6
ANKRD30B,module_6
CCDC178,module_6
ATP9B,module_6
HSD11B1L,module_6
SAXO5,module_6
ZNF699,module_3
TMEM205,module_6
YJEFN3,module_6
ZNF829,module_6
KCNC4,module_6
ZNF568,module_6
B3GNT8,module_6
ZNF773,module_6
DRAXIN,module_6
MROH7,module_6
ARF1,module_6
KCND1,module_6
PEAR1,module_6
SFT2D2,module_6
MIA3,module_6
STUM,module_6
FAM89A,module_6
KCND2,module_6
PFN4,module_6
FAM228B,module_6
ANKRD36,module_6
RBM43,module_6
CERKL,module_6
RBM44,module_6
LHFPL4,module_6
TOPAZ1,module_6
C3orf62,module_6
STIMATE,module_6
KCNF1,module_6
C5orf34,module_6
MAST4,module_6
SIMC1,module_6
KCNG1,module_6
GJB7,module_6
VWC2,module_6
KCNH1,module_6
SLC26A5,module_6
LHFPL3,module_6
KCP,module_6
KCNH2,module_6
ENHO,module_6
PTAR1,module_6
ERCC6L2,module_6
SWI5,module_6
C9orf50,module_1
PNPLA7,module_6
AGRN,module_6
CYSRT1,module_6
KCNJ1,module_6
KCNJ2,module_6
KCNJ3,module_6
KCNJ5,module_6
KCNJ8,module_6
SLC27A1,module_6
KCNJ9,module_6
KCNJ10,module_6
KCNJ11,module_6
KCNJ12,module_6
KCNJ13,module_6
ZC3H6,module_6
ARF3,module_6
KCNJ14,module_6
KCNJ15,module_6
KCNJ16,module_6
KCNK1,module_6
KCNK2,module_6
CA13,module_6
KCNK3,module_6
KCNMB1,module_6
ARF4,module_6
KCNN1,module_6
KCNN2,module_6
KCNN3,module_6
KCNN4,module_6
KCNQ2,module_6
KCNQ3,module_6
KCNS1,module_6
CENPS,module_6
KCNS2,module_6
NHLRC1,module_6
RNF148,module_6
RBMY1B,module_6
RBMY1D,module_6
RBMY1E,module_6
ARL4D,module_6
KCNS3,module_6
KDR,module_6
KHK,module_6
KIF2A,module_6
KIF3C,module_6
KIF5A,module_6
ACAT1,module_6
KIFC3,module_6
KIR2DL4,module_6
ARF5,module_6
KIT,module_6
KLKB1,module_6
ARF6,module_6
KLRC1,module_6
KLRC2,module_6
KLRC3,module_6
KLRD1,module_6
KNG1,module_6
ARG1,module_6
KIF11,module_6
KIF25,module_6
KIF22,module_6
KPNA1,module_6
KPNB1,module_6
KPNA2,module_6
KPNA3,module_6
ARG2,module_6
KPNA5,module_6
TNPO1,module_6
IPO5,module_6
KRT8,module_6
KRT10,module_6
CHKB-CPT1B,module_6
ZFP91-CNTF,module_6
KCTD8,module_6
KCTD4,module_6
AMIGO3,module_6
ZKSCAN4,module_6
SUMO4,module_6
CENPW,module_6
CEP85L,module_6
C6orf120,module_6
KRTAP5-10,module_6
NSUN4,module_6
THEMIS,module_6
KRT18,module_6
GPR153,module_6
PEDS1,module_6
PEDS1-UBE2V1,module_6
ILDR2,module_6
SLC22A25,module_6
SKIDA1,module_6
SH2D4B,module_6
SLC16A12,module_6
CC2D2B,module_6
C10orf143,module_6
INSC,module_6
FIBIN,module_6
C11orf96,module_6
SPDYC,module_6
LIPT2,module_6
VSTM5,module_6
CLEC12B,module_6
REP15,module_6
CCDC184,module_6
C12orf75,module_6
CFAP73,module_6
TMEM233,module_6
C1QTNF9B,module_6
SHISA2,module_6
NHLRC3,module_6
SERP2,module_6
RHOB,module_6
KRT19,module_6
RTL1,module_6
KRT31,module_6
CCDC9B,module_6
TNFAIP8L3,module_6
C2CD4B,module_6
INSYN1,module_6
KRT32,module_2
SBK1,module_6
C16orf87,module_6
C16orf86,module_6
GLTPD2,module_6
INCA1,module_6
SCIMP,module_6
C17orf100,module_6
TMEM220,module_6
SHISA6,module_6
CCDC103,module_6
BTBD17,module_6
CLEC17A,module_6
ZNF728,module_6
RPSA2,module_6
RGS9BP,module_6
KRTDAP,module_6
ZNF790,module_6
CEACAM16,module_5
ZNF808,module_6
ZNF888,module_6
ZNF470,module_6
ZNF749,module_6
C1QTNF12,module_6
HES5,module_6
SMIM1,module_6
RNF207,module_6
TRNP1,module_6
TRABD2B,module_6
GBP7,module_6
DIPK1A,module_6
SLC6A17,module_6
HRNR,module_6
FLG2,module_6
KRT81,module_6
TMEM81,module_6
COA6,module_6
OR14A2,module_6
SMIM26,module_6
EFCAB8,module_6
FAM209B,module_6
KRT82,module_6
CCDC188,module_6
LRRC75B,module_6
BOLA3,module_6
C2orf81,module_6
RHOC,module_6
PLEKHM3,module_6
C2orf80,module_6
RESP18,module_6
SNORC,module_6
ZNF662,module_6
CDHR4,module_6
INKA1,module_6
MUSTN1,module_6
VGLL3,module_6
PLSCR5,module_6
ANKUB1,module_6
LEKR1,module_6
C4orf50,module_6
KRT86,module_6
SMIM20,module_6
LRRC14B,module_6
SMIM32,module_6
PROB1,module_6
C5orf46,module_6
ARHGEF37,module_6
PSMG4,module_6
BNIP5,module_6
GFRAL,module_6
LIN28B,module_6
IYD,module_6
RBAKDN,module_6
NUPR2,module_6
GTF2IRD2B,module_6
LAMTOR4,module_6
FEZF1,module_6
FAM180A,module_6
XKR5,module_6
NUGGC,module_6
XKR9,module_6
RBM12B,module_6
L1CAM,module_6
SPATA31D4,module_6
SPATA31D3,module_6
C9orf153,module_6
IER5L,module_6
LRRC26,module_6
MYMK,module_6
MAP3K15,module_6
USP27X,module_6
CENPVL1,module_6
HAPSTR2,module_6
AFF3,module_6
C1QL3,module_6
ACAT2,module_6
RND3,module_6
NKX1-2,module_6
OR51Q1,module_6
OR52N4,module_6
OR52N2,module_6
OR8K1,module_6
OR5B2,module_6
LAG3,module_6
LRRC10B,module_2
LAIR1,module_6
UBAP1L,module_6
ANKRD34C,module_6
GDPGP1,module_6
LAMA2,module_6
LAMA3,module_6
NUDT19,module_6
ZNF793,module_6
PINLYP,module_6
ZNF805,module_1
RHOG,module_6
LAMA4,module_6
PRAMEF18,module_6
PLA2G2C,module_6
FRRS1,module_6
LAMA5,module_6
OR2T33,module_6
LAMB1,module_6
LAMB2,module_6
PTRHD1,module_6
LAMB3,module_6
DYTN,module_6
LAMC1,module_6
TRIM61,module_6
LAMC2,module_6
ARHGAP1,module_6
LAMP2,module_6
RPSA,module_6
GDF6,module_6
FAM221B,module_6
OR13C2,module_6
STMN1,module_6
ELFN1,module_6
AGMO,module_6
LASP1,module_6
ARHGAP4,module_6
LBR,module_6
LCAT,module_6
LCK,module_6
LCN2,module_6
LCP1,module_6
LCP2,module_6
LCT,module_6
LDHA,module_6
LDHB,module_6
LDHC,module_6
LDLR,module_6
ARHGAP6,module_6
LEPR,module_6
LETM1,module_6
LFNG,module_6
LGALS1,module_6
LGALS3,module_6
LGALS3BP,module_6
ARHGDIA,module_6
LGALS4,module_6
LGALS9,module_1
ARHGDIB,module_6
LHCGR,module_6
LHX1,module_6
LIFR,module_6
LIG1,module_6
ARHGDIG,module_6
LIG3,module_6
ABLIM1,module_6
LIMK1,module_6
LIMK2,module_6
LIMS1,module_6
LIPA,module_6
RHOH,module_6
FADS1,module_6
LLGL2,module_6
TMEM200B,module_6
FADS3,module_6
SLC25A35,module_6
LLGL1,module_6
MEX3D,module_6
EEIG1,module_6
SMIM10L2A,module_6
MYO18A,module_6
SHC4,module_6
CTXN2,module_6
C10orf120,module_6
EEF1AKMT2,module_6
PCNX3,module_6
