Gene,Module
NR4A2,module_6
ATP2B4,module_6
NVL,module_6
GPR143,module_6
COA5,module_6
OAS1,module_6
TRIM72,module_6
CISD2,module_6
EID3,module_6
GPX8,module_6
OAS2,module_6
PHOSPHO2,module_6
OAS3,module_6
RBMXL1,module_6
CHAC2,module_6
OAT,module_6
TBC1D25,module_6
ARK2C,module_6
PJVK,module_6
WEE2,module_6
OCA2,module_6
OCRL,module_6
ODC1,module_1
ODF1,module_6
ODF2,module_6
OMD,module_6
OGDH,module_6
OGG1,module_6
OGN,module_6
CLEC18B,module_6
OLR1,module_6
OMG,module_6
C18orf32,module_6
OPCML,module_6
ATP5F1A,module_6
TNFRSF11B,module_6
OPHN1,module_6
ZBTB21,module_6
SCAPER,module_6
WRAP73,module_6
OPRK1,module_6
CLDN20,module_6
OPRL1,module_6
OPRM1,module_6
OR1F1,module_6
OR2C1,module_6
OR3A1,module_6
OR3A2,module_6
ORC1,module_6
ORC2,module_6
ORC4,module_6
ORC5,module_6
SLC22A18,module_6
OSBP,module_6
OSM,module_6
OTC,module_6
ALDH7A1,module_6
CLDN11,module_6
OTX1,module_6
OTX2,module_6
OVGP1,module_6
OVOL1,module_6
OXA1L,module_6
OXCT1,module_6
OXT,module_6
OXTR,module_6
P2RX1,module_6
P2RX3,module_6
P2RX4,module_6
P2RX5,module_6
P2RX7,module_6
P2RY1,module_6
P2RY2,module_6
P2RY6,module_6
P4HA1,module_6
SPRN,module_6
ARGFX,module_6
PA2G4,module_6
FURIN,module_6
PCSK6,module_6
SMARCAL1,module_6
G0S2,module_6
PLA2G3,module_6
CD207,module_6
PAFAH1B3,module_6
DUOX2,module_6
NOX4,module_6
COL5A3,module_6
SYCP3,module_6
PODXL2,module_6
CHST11,module_6
PRDX1,module_6
PAH,module_6
SERPINE1,module_6
SERPINB2,module_6
ATP5F1B,module_6
GALNT9,module_6
IL21R,module_6
IL22,module_6
ATP6V0A4,module_6
ITSN2,module_6
DEF6,module_6
PAK2,module_6
CUZD1,module_6
ZFTRAF1,module_6
GEMIN4,module_6
PAK3,module_6
CALY,module_6
ANO7,module_6
PALM,module_6
ARHGEF4,module_6
ARHGEF3,module_6
PAM,module_6
CNTN3,module_2
PAPPA,module_6
PRKN,module_6
DCAF8,module_6
PARN,module_6
PAWR,module_6
PAX1,module_6
PAX2,module_5
PAX3,module_6
PAX5,module_6
PAX6,module_6
ASAP1,module_6
AK3,module_6
HP1BP3,module_6
PAX7,module_6
NSDHL,module_6
PDCL,module_6
PAX9,module_6
TAS2R10,module_6
TAS2R14,module_6
DHH,module_6
F11R,module_6
VILL,module_6
CLEC4A,module_5
SPOCK3,module_6
STMN3,module_6
RNF141,module_6
NTM,module_6
HEBP1,module_6
PBX2,module_6
ATP5F1C,module_6
PBX3,module_6
PC,module_6
PCBD1,module_6
CDON,module_6
IMPG2,module_6
SHANK1,module_6
TBX22,module_6
PCCA,module_6
PCCB,module_6
PCDH1,module_6
PCDHGC3,module_6
PCDH7,module_6
TMED5,module_6
ACOX1,module_6
PCDH8,module_6
SLC35B3,module_6
MTERF3,module_6
TPRKB,module_6
MED31,module_6
COQ6,module_6
AMDHD2,module_6
SLC35C2,module_6
DERL2,module_6
PCDH9,module_6
EXOSC3,module_6
FAHD2A,module_6
PRELID3B,module_6
EXOSC1,module_6
ISOC1,module_6
EMC9,module_6
RRP15,module_6
WASHC3,module_6
HDDC2,module_6
MRPS16,module_6
GLRX2,module_6
MRPS18C,module_6
FIS1,module_6
PAM16,module_6
BOLA1,module_6
VPS36,module_6
DESI2,module_6
TVP23B,module_6
CELA2B,module_6
UBXN1,module_6
ZNF593,module_6
ZBTB7B,module_6
PCK1,module_6
PI15,module_6
GMNN,module_6
LAP3,module_6
WDPCP,module_6
ZNF691,module_6
FAM135B,module_6
PCK2,module_6
TXNDC12,module_6
TXNDC11,module_6
CALHM2,module_6
RPS27L,module_6
SSUH2,module_6
NMD3,module_6
MRPL2,module_6
NOSIP,module_6
DERA,module_6
MEMO1,module_6
MRPL4,module_6
APIP,module_6
TMX2,module_6
CUTC,module_6
FCF1,module_6
THAP4,module_6
NDUFA13,module_6
PCM1,module_3
MRPS7,module_6
POLR1D,module_6
GAL,module_6
CRYL1,module_6
MLXIPL,module_6
TNNI3K,module_6
YBX2,module_6
KLHL5,module_6
PLLP,module_6
SEPSECS,module_6
SIDT2,module_6
METTL25B,module_6
ADIPOR1,module_6
TRNT1,module_6
UTP18,module_6
SCCPDH,module_6
IFT52,module_6
ABHD5,module_6
PCMT1,module_6
SH3GLB1,module_6
ZC2HC1A,module_6
MECR,module_6
NDUFAF1,module_6
ABHD17B,module_6
TFB1M,module_6
APH1A,module_6
METTL9,module_6
PCNA,module_6
LACTB2,module_6
KMT5B,module_6
TRAPPC12,module_6
ZDHHC9,module_6
MRPS2,module_6
COQ4,module_6
UTP11,module_6
RPL26L1,module_6
COMMD2,module_6
ZNF706,module_6
IER3IP1,module_6
GOLGA7,module_6
NAA20,module_6
TRIM17,module_6
SAR1B,module_6
ANGPTL4,module_6
PHF11,module_6
KCTD3,module_6
CEP83,module_6
IRAK4,module_6
RNFT1,module_6
COPS4,module_6
INSIG2,module_6
CHCHD2,module_6
DYNC1LI1,module_6
HSD17B12,module_6
A4GNT,module_6
ING4,module_6
CERCAM,module_6
MRNIP,module_6
SDF4,module_6
SLC45A2,module_6
MRTO4,module_6
JPT1,module_6
ZNF580,module_6
PCNT,module_6
VPS28,module_6
C3orf18,module_6
EGFL7,module_6
DBR1,module_3
AADAT,module_6
CYB5R4,module_6
MYO15A,module_6
HSD17B11,module_6
HSD17B14,module_6
NAGPA,module_6
TUBD1,module_6
TUBE1,module_6
LEF1,module_6
PLEKHO1,module_6
PCOLCE,module_6
DCXR,module_6
HSPA14,module_6
GPN3,module_6
TCEAL9,module_6
RSL24D1,module_6
SS18L2,module_6
CHMP1A,module_6
HERC5,module_6
CKLF,module_6
ZNF639,module_6
IPO11,module_6
RAPGEFL1,module_6
PLCE1,module_6
NIN,module_6
CPA4,module_6
ZDHHC2,module_6
DDX47,module_6
NUSAP1,module_6
TACO1,module_6
ACP6,module_6
GP6,module_6
DUSP13B,module_6
CLDN18,module_6
PCP4,module_6
LUZP4,module_6
GLRX5,module_6
PCSK1,module_6
ZNF219,module_6
ELOA2,module_6
ABI3,module_6
COPZ2,module_6
PIGP,module_6
GLTP,module_6
PHF20,module_6
VRK3,module_6
CRIM1,module_6
DRICH1,module_6
EMC4,module_6
HGH1,module_6
MZB1,module_6
ANKRD39,module_6
COX16,module_6
CCDC174,module_6
SHISA5,module_6
PAIP2,module_6
PDZD11,module_6
TMEM69,module_6
PCSK5,module_6
MTRES1,module_6
NT5C3A,module_6
FAM178B,module_6
MRPL37,module_6
RNF181,module_6
MARCHF2,module_6
MRPL51,module_6
TMEM216,module_6
PCSK2,module_6
PBDC1,module_6
MRPL30,module_6
MRPL27,module_6
CDKL3,module_6
CLEC1A,module_6
PIPOX,module_6
CDK16,module_6
UBAP1,module_6
BET1L,module_6
KLF3,module_6
ZNF571,module_6
DNAJC27,module_6
IER5,module_6
C1RL,module_6
CDK17,module_6
ANKMY1,module_6
SCAND1,module_6
TLR7,module_6
RASL12,module_6
CEND1,module_6
COA4,module_6
CDK18,module_6
ERGIC2,module_6
GMIP,module_6
GMPR2,module_6
CD320,module_6
PCDH12,module_6
ECSIT,module_6
SPMAP2,module_6
NRN1,module_6
ATP5F1D,module_6
PCYT1A,module_6
TIMMDC1,module_6
GCNT4,module_6
CYP39A1,module_6
FKBP11,module_6
ZDHHC3,module_6
KCNK9,module_6
FAM13B,module_6
FAM53C,module_6
REEP2,module_6
ARMCX1,module_6
SLC22A17,module_6
GASK1B,module_6
KRCC1,module_6
PHF21A,module_6
MRPL35,module_6
RSRC1,module_6
PDC,module_6
MEX3C,module_6
SPG21,module_6
ARL17A,module_6
AHSP,module_2
ARL6IP4,module_6
PDCD1,module_6
TNFRSF12A,module_6
SPTBN5,module_6
ZNF771,module_6
PRR16,module_6
THEM6,module_6
MS4A4A,module_6
DACT1,module_6
PDCD2,module_6
CRNKL1,module_6
ZBTB7A,module_6
FZR1,module_6
TAOK3,module_6
ZNF117,module_6
PDE1A,module_6
MBTPS2,module_6
CDC40,module_6
CHST15,module_6
ZMYND10,module_6
PLA1A,module_6
POP5,module_6
TEX264,module_6
PDE1C,module_6
POMP,module_6
TMA7,module_6
MRPS17,module_6
ATRAID,module_6
SNX7,module_6
ANGPT4,module_1
CRLF3,module_6
PDE2A,module_6
CSAD,module_1
ATP6V1D,module_6
WNT16,module_5
ZNF589,module_6
EIF3L,module_6
NIP7,module_6
RWDD1,module_6
PDE3A,module_2
TRPV2,module_6
COMMD10,module_6
WDR83OS,module_6
TRAPPC4,module_6
ATP5F1E,module_6
PDE3B,module_6
PPME1,module_6
NOL7,module_6
HEMK1,module_6
PDE4A,module_6
ACTL6B,module_6
PDE4B,module_6
AMOTL2,module_6
PRKAG2,module_6
POLK,module_6
ZNF107,module_6
DDX41,module_6
SNX9,module_6
PDE4C,module_6
SUCO,module_6
ANAPC5,module_6
SCARA3,module_6
HPCAL4,module_6
YTHDF2,module_6
RNF138,module_6
IP6K2,module_6
LCMT1,module_6
GULP1,module_6
REV1,module_1
RHCG,module_6
SFMBT1,module_6
GPR89B,module_6
UBE2J1,module_6
EVL,module_6
PDE6D,module_6
DCDC2,module_6
LIMA1,module_6
ISYNA1,module_6
HSD17B7,module_6
ANKFY1,module_6
PDE6G,module_6
PDE6H,module_6
NOP16,module_6
RTCB,module_6
HACD3,module_6
CTDSPL2,module_6
TRIAP1,module_6
ATP5PB,module_6
PDE7A,module_6
HIKESHI,module_6
CWC15,module_6
TRMT112,module_6
UFC1,module_6
RTF2,module_6
PDE8A,module_6
CHMP5,module_6
GTSE1,module_6
ETV7,module_6
DTL,module_6
PDE9A,module_4
LARS1,module_6
TMEM14C,module_6
CXXC5,module_6
TMEM138,module_6
OSER1,module_6
GSKIP,module_6
JKAMP,module_6
ANAPC11,module_6
PDE1B,module_6
ZC3HC1,module_6
TRMO,module_6
PHF7,module_5
VTA1,module_6
PPHLN1,module_6
MTFP1,module_6
ZCCHC17,module_6
PDGFA,module_6
SCLY,module_6
VPS54,module_6
ZNF581,module_6
SIRT7,module_6
PDGFB,module_6
PEX5L,module_6
LGSN,module_6
NT5DC3,module_6
PDGFRA,module_6
RAB6B,module_6
MBIP,module_6
HDAC7,module_6
TDP2,module_6
PDGFRL,module_6
LARP7,module_6
ESF1,module_6
PDE6B,module_6
AZIN1,module_6
PCF11,module_6
MED15,module_6
PIAS4,module_6
PDGFRB,module_6
TRIM33,module_6
SRRT,module_6
NBAS,module_6
CUTA,module_6
LSR,module_6
ATP5MC1,module_6
PDHA1,module_6
LIPT1,module_6
NOP58,module_6
PIGT,module_6
TRMT6,module_6
ATP6V1H,module_6
GET4,module_6
DPH5,module_6
ERGIC3,module_6
TAF9B,module_6
NSG2,module_6
UBE2D4,module_5
PDHB,module_6
KLF13,module_6
DYNC2LI1,module_6
SLC25A39,module_6
PDK1,module_6
OTUD6B,module_6
RBMX2,module_6
DHRS7,module_6
RTRAF,module_6
SF3B6,module_6
PDK2,module_6
MRPL48,module_6
TMBIM4,module_6
PPIL1,module_6
YPEL5,module_6
CIAO2B,module_6
MRPS23,module_6
PDK3,module_6
MRPS33,module_6
PTRH2,module_6
CHMP3,module_6
CDK5RAP1,module_6
RASD1,module_6
STYXL1,module_6
GINS2,module_5
PDK4,module_6
MPC1,module_6
FKBP7,module_6
ASB1,module_6
ASB4,module_6
NUB1,module_6
IFT25,module_6
SARAF,module_6
ENPP1,module_6
TPPP3,module_6
ASB2,module_6
PALS2,module_6
ENPP2,module_6
SUFU,module_6
OAZ3,module_6
ENPP3,module_6
LSM7,module_6
LSM8,module_6
CPSF3,module_6
TRAPPC2L,module_6
HECA,module_6
VPS29,module_6
ATP5MC2,module_6
CYB5R2,module_6
NLK,module_6
ACSL5,module_6
GPRC5B,module_6
EMCN,module_6
ZNF44,module_6
CAB39,module_6
SLC26A4,module_6
UIMC1,module_6
FBXO40,module_6
DNAJB11,module_6
POLR3K,module_6
PDYN,module_6
UPB1,module_6
MSRB1,module_6
RAPGEF6,module_6
GHRL,module_6
PDZK1,module_6
ARID4B,module_6
PECAM1,module_6
HIGD1B,module_6
TMEM8B,module_6
CDK12,module_6
SERPINF1,module_6
RAB8B,module_3
INPP5K,module_6
STK26,module_6
TM7SF3,module_6
RSF1,module_6
MAP3K20,module_6
MYOZ2,module_6
PEG3,module_6
KDM3B,module_6
PENK,module_6
ATP5MC3,module_6
ASIC5,module_6
SIX4,module_6
COQ3,module_6
TUBA8,module_6
GALNT7,module_6
ADA2,module_6
PEPD,module_6
PER1,module_6
GATB,module_6
PEX6,module_6
PEX7,module_6
PEX10,module_6
PEX12,module_6
PEX13,module_6
PEX14,module_6
PFAS,module_6
CFP,module_6
ACP1,module_6
PFDN1,module_6
PFDN2,module_6
PFDN4,module_6
PFDN5,module_6
ATP8B1,module_6
PFKFB1,module_6
PFKFB3,module_6
ATP5ME,module_6
PFKFB4,module_6
PFKL,module_6
VIT,module_6
PFKM,module_6
PFKP,module_6
PFN1,module_6
CDK14,module_6
ATP5PF,module_6
PGAM1,module_6
PGAM2,module_6
PGC,module_6
PGD,module_6
PGF,module_6
PGGT1B,module_6
ATP6V1A,module_6
PGK1,module_6
PGM1,module_6
PGM3,module_6
PGM5,module_6
PGR,module_6
ABCB1,module_6
ABCB4,module_6
PHB1,module_6
SLC25A3,module_6
PHEX,module_6
PHF1,module_6
PHF2,module_6
PHKA1,module_6
PHKA2,module_6
PHKB,module_6
PHKG2,module_6
PHYH,module_6
SERPINA1,module_6
SERPINB5,module_6
SERPINB6,module_6
SERPINE2,module_6
SERPINB8,module_3
SERPINB9,module_6
SERPINI1,module_6
SERPINI2,module_6
PIGA,module_6
PIGC,module_6
ATP6V1C1,module_6
PIGF,module_6
PIGH,module_6
PIK3C2A,module_6
PIK3C2B,module_6
PIK3C2G,module_5
PIK3C3,module_2
ATP6V1E1,module_6
PIK3CB,module_6
PIM1,module_6
PIK3CD,module_6
PIK3CG,module_6
PIK3R1,module_6
PIK3R2,module_6
PI4KA,module_6
ACP2,module_6
PIN1,module_6
PIN4,module_6
PIP4K2A,module_6
PITX2,module_6
PITX3,module_6
PKD1,module_6
PKD2,module_6
PKLR,module_6
PKHD1,module_6
PKM,module_6
PKNOX1,module_6
PKP2,module_6
PLA2G1B,module_6
PLA2G2A,module_6
PLA2G4A,module_6
PLA2G5,module_6
PLAG1,module_6
PLAGL1,module_6
PLAGL2,module_6
PLAT,module_6
PLAU,module_6
PLAUR,module_6
ATP6V0B,module_6
PLCB2,module_6
PLCB3,module_6
PLCB4,module_6
PLCD1,module_6
BCL11A,module_6
BTBD1,module_6
PLCL1,module_6
SPA17,module_6
IL17D,module_6
NUDT9,module_6
CHIC1,module_6
TM6SF2,module_6
TM6SF1,module_6
UBASH3A,module_6
ZFYVE1,module_6
LRP1B,module_6
PANK1,module_6
SHC3,module_6
PLCG2,module_6
PLD1,module_6
NUP54,module_6
TPCN1,module_6
PLD2,module_6
PLEC,module_6
ATP6V1G2,module_6
CLIC5,module_6
STX18,module_6
PLEK,module_6
PLGLB2,module_6
PLGLB1,module_6
PLIN1,module_6
PLK1,module_2
FXYD1,module_6
FXYD3,module_6
PLN,module_6
PLOD1,module_6
PLOD2,module_6
PLP1,module_6
PLP2,module_6
PLRG1,module_6
PLS1,module_6
PLS3,module_6
PLSCR1,module_6
PLTP,module_6
PLXNA1,module_6
MBD3,module_6
ADAM22,module_6
PLXNA2,module_6
BCO1,module_5
PRKAG3,module_6
PTOV1,module_6
S1PR5,module_6
PLXNB1,module_6
PLXNB3,module_6
PMAIP1,module_6
PMCH,module_6
PNOC,module_6
ATP6AP1,module_6
PML,module_6
PMM1,module_6
PMM2,module_6
PMP2,module_6
PMP22,module_6
PMS1,module_6
ATP7A,module_6
RIPPLY3,module_6
FXYD7,module_6
FXYD6,module_6
FXYD5,module_6
FXYD4,module_6
P2RY13,module_1
GPR84,module_6
IL20RA,module_6
IL20RB,module_1
FGFRL1,module_6
C11orf24,module_6
CLDN22,module_6
ATP5PO,module_6
MYO3A,module_6
DUOX1,module_6
RAB24,module_6
PELO,module_6
SLCO1C1,module_6
EXOSC9,module_6
PPIL3,module_6
EXOSC10,module_6
CNTN5,module_6
CSNK1G1,module_6
A4GALT,module_6
PMS2,module_6
PRRX1,module_6
CPSF2,module_6
ACP5,module_6
ATP7B,module_6
BRWD1,module_6
SLC37A1,module_6
RBM11,module_6
PCBP3,module_6
C21orf58,module_6
YBEY,module_6
SMIM11,module_6
MIS18A,module_6
TSPEAR,module_6
PNMT,module_6
SETD4,module_6
RIPK4,module_6
CLIC6,module_6
GSAP,module_5
POLE3,module_6
CHRAC1,module_6
PNN,module_6
GPR88,module_6
SEPTIN5,module_6
SEPTIN4,module_6
LURAP1,module_6
MRPL39,module_6
C21orf91,module_6
C8orf58,module_6
EOLA2,module_6
NANS,module_6
PODXL,module_6
CYCS,module_6
KCNK10,module_6
TREM2,module_6
TREM1,module_6
SNTG1,module_6
POLA1,module_6
SNTG2,module_6
POLD1,module_6
POLD2,module_6
POLE,module_6
POLE2,module_6
POLG,module_6
POLH,module_6
POLR2A,module_6
POLR2B,module_6
POLR2C,module_6
GPR173,module_6
GPR85,module_6
POLR2D,module_6
GNG2,module_6
POLR2E,module_6
DPM3,module_6
SOX18,module_6
POLR2F,module_6
POLR2G,module_6
HAO1,module_6
POLR2H,module_6
POLR2I,module_6
POLR2J,module_6
POLR2K,module_6
POLR2L,module_6
NLGN3,module_6
SIAE,module_6
POLRMT,module_6
POMC,module_6
DNAJC10,module_6
YIPF1,module_6
SSH1,module_6
SH3TC1,module_6
SEMA5B,module_6
GFOD1,module_6
RBM27,module_6
PON1,module_6
SASH3,module_6
KCTD5,module_6
ANLN,module_6
PON2,module_6
RIN2,module_6
ATAD2B,module_6
FBXO42,module_6
MOV10L1,module_6
TAF7L,module_6
PRR13,module_6
PON3,module_6
MRPS21,module_6
FBXW5,module_6
RETREG1,module_6
XRN1,module_6
ETAA1,module_6
SPIN2A,module_6
ANKIB1,module_6
MIOS,module_6
ZFAND6,module_6
POR,module_6
ARMCX6,module_6
MIEF1,module_6
TOLLIP,module_6
NLE1,module_6
PLEKHA5,module_6
PIMREG,module_6
CHPF2,module_6
TRMT13,module_6
DGCR8,module_6
POU1F1,module_2
OTULINL,module_6
NEURL1B,module_6
C11orf71,module_6
PRMT7,module_6
HEATR5B,module_6
SMOX,module_6
TMCO1,module_6
RBM47,module_6
ZDHHC13,module_6
CPVL,module_6
DHX29,module_6
ADAMTSL4,module_6
RHOF,module_6
POU2F1,module_6
PCDH18,module_6
HMGCLL1,module_6
EXOSC4,module_6
DDX4,module_6
MTRF1L,module_6
PUS7,module_6
APBB1IP,module_6
POU2F2,module_6
CCDC93,module_6
WDR44,module_6
ANKRD16,module_6
ASNSD1,module_6
POU3F1,module_6
MIER2,module_6
USP53,module_6
MRPL50,module_6
CCHCR1,module_6
EXOC6,module_3
SHLD2,module_6
ROBO4,module_6
NDUFB11,module_6
POU3F2,module_6
FAM193B,module_6
DDIT4,module_6
RC3H2,module_6
TOMM7,module_6
MTMR12,module_6
SDK2,module_5
POU3F3,module_6
NECAB2,module_6
MAGEL2,module_6
WDR5B,module_6
DDX49,module_6
SPATA6,module_6
POU3F4,module_6
EPB41L4B,module_6
DLL4,module_6
POU4F1,module_6
EGLN1,module_6
GNB1L,module_6
LZTFL1,module_6
EQTN,module_6
MXRA8,module_6
POU4F3,module_6
L1TD1,module_6
NDFIP2,module_6
DDX56,module_6
INO80,module_6
CCNJ,module_6
FBXL19,module_6
VSIG10,module_6
ARL15,module_6
PAF1,module_6
PARP14,module_6
HES2,module_6
MAP10,module_6
POU6F1,module_6
PPA1,module_6
PPARA,module_6
TBC1D13,module_6
WDR74,module_6
RSBN1,module_6
PPARD,module_6
LRRN3,module_6
CRLS1,module_6
GTPBP2,module_6
CROT,module_6
PPARG,module_6
ZNHIT6,module_6
P4HTM,module_6
MANSC1,module_6
MED1,module_6
KIF1A,module_6
RRN3,module_6
PDP1,module_6
GPN2,module_6
MARCHF5,module_6
PPAT,module_6
CNGB3,module_4
RBFOX1,module_6
SLC6A20,module_6
OTUD4,module_6
PPBP,module_6
TMED9,module_6
SLC35F2,module_6
RAB39A,module_6
MPHOSPH8,module_6
XAF1,module_6
LEPROT,module_6
LY6K,module_6
PPEF1,module_6
FBLIM1,module_6
ZNF853,module_6
IL17RD,module_6
FAM20A,module_6
KLHDC4,module_6
CTSA,module_6
PCSK4,module_6
GRAMD1C,module_6
ROPN1,module_6
BTG4,module_6
HYDIN,module_6
DIRAS2,module_6
PPP1R12C,module_6
CFAP46,module_6
RNF111,module_6
PPIA,module_6
NSMCE4A,module_6
ALKBH4,module_6
BORCS6,module_6
DNAJB12,module_6
PPIB,module_6
TET2,module_6
KCTD9,module_6
TRPM4,module_6
BNC2,module_6
MED18,module_6
DCHS2,module_6
MBTD1,module_6
PPIC,module_6
HAUS6,module_6
TRIT1,module_6
AHI1,module_6
ZNF586,module_6
DYM,module_6
SAMD9,module_6
PPID,module_6
GIPC2,module_6
ZNF562,module_6
AFTPH,module_6
KLHL28,module_6
QPCTL,module_6
GATAD2A,module_6
ZNF280D,module_6
ZCCHC10,module_6
NDE1,module_6
ERCC6L,module_6
TRPM7,module_6
SWT1,module_6
CDHR2,module_6
GIN1,module_6
NXPE4,module_6
BCAS3,module_6
ASPN,module_6
GDAP2,module_6
BSPRY,module_6
WBP1L,module_6
LRRC49,module_6
APTX,module_6
BIVM,module_6
MFSD6,module_6
SYTL2,module_6
ESRP1,module_6
SIDT1,module_6
DEF8,module_6
FBXL12,module_6
ANKRD49,module_6
PAQR5,module_6
TENT5C,module_6
GON4L,module_6
GDPD2,module_6
PGPEP1,module_6
ELP6,module_6
CKMT1A,module_6
SNRK,module_6
CC2D1A,module_6
POLR2J3,module_6
GPATCH4,module_6
TMEM214,module_6
TMEM104,module_6
EPS8L1,module_6
PIGG,module_6
PALMD,module_6
FNBP1L,module_6
CNTLN,module_6
DCAF16,module_6
ZCCHC2,module_6
DPP8,module_6
ST7L,module_6
BCOR,module_6
CWC25,module_6
TBC1D8B,module_6
PLPPR1,module_6
BLTP3A,module_6
NSUN2,module_1
ALKBH5,module_6
INO80D,module_6
NCAPG2,module_6
MTMR10,module_6
RNF43,module_6
SLC66A1,module_6
CASZ1,module_6
ELOVL2,module_6
AUH,module_6
LAX1,module_6
CDKAL1,module_6
MKS1,module_6
NSD3,module_6
SPDL1,module_6
SEMA4C,module_6
RPP25,module_6
FOCAD,module_6
YTHDF1,module_6
TMEM260,module_6
CMTM6,module_6
DNAAF5,module_6
DUS2,module_6
CHTF8,module_6
RASIP1,module_6
LIME1,module_6
ZSCAN32,module_6
UBE2R2,module_6
CHCHD3,module_6
BPNT2,module_6
TMEM161A,module_6
PPL,module_6
HAUS4,module_6
TRMT10C,module_6
EXD3,module_6
RHBDL2,module_6
KANSL2,module_6
DUSP23,module_6
ADPRS,module_6
SOHLH2,module_6
SARS2,module_6
COMMD4,module_6
OCIAD1,module_6
RNF125,module_6
ABITRAM,module_6
DNAJC28,module_6
SLC41A3,module_6
MRPL16,module_6
SDHAF2,module_6
PPM1B,module_6
COMMD8,module_6
TRNAU1AP,module_3
ODR4,module_6
FAM120C,module_6
AIRIM,module_6
PARP16,module_6
TXNL4B,module_6
TMEM160,module_6
PPM1G,module_6
GEMIN8,module_6
SSH3,module_6
UCKL1,module_6
C1orf56,module_6
PIGX,module_6
TMEM70,module_6
HPF1,module_6
TTC12,module_6
BANP,module_6
TMEM132A,module_6
INTS11,module_6
THG1L,module_2
ADISSP,module_6
SLC25A38,module_6
SLC35F6,module_6
PLAAT2,module_3
PPOX,module_6
C2orf42,module_6
NMRK1,module_6
CLN6,module_6
PINX1,module_6
HCFC1R1,module_6
ULK4,module_6
CZIB,module_6
ACSM5,module_6
PPP1CA,module_6
C1orf159,module_6
ZSCAN2,module_6
GID8,module_6
OXSM,module_6
MTARC2,module_6
TESC,module_6
AURKAIP1,module_6
ACP3,module_6
AUP1,module_1
TUG1,module_6
TTC22,module_6
TMCO3,module_6
PAK1IP1,module_6
LAMTOR1,module_6
RMND1,module_6
TRMT61B,module_6
FAM118A,module_6
HERC6,module_6
FAM174C,module_6
PPP1CC,module_6
PARPBP,module_6
PIH1D1,module_6
PPP2R3C,module_6
MCUB,module_6
STX17,module_6
PRPF39,module_6
MARCHF1,module_6
C14orf119,module_6
PPP1R1A,module_5
TTC38,module_6
PID1,module_6
PHIP,module_3
BANK1,module_6
TMEM255A,module_6
HEATR3,module_6
MTNAP1,module_6
FBXO34,module_6
SLC35A5,module_6
FKBP14,module_6
MOCOS,module_6
NOL8,module_6
CCDC40,module_6
CDCA4,module_6
TRMT12,module_6
EPN3,module_6
VPS37C,module_6
REX1BD,module_6
NRDE2,module_6
MRPL20,module_6
ATG16L1,module_6
ZWILCH,module_6
CRYBG2,module_6
SUSD4,module_6
WIPI1,module_6
ZCWPW1,module_6
SPATA6L,module_6
NBDY,module_6
PDPR,module_6
ENOX1,module_6
TMEM248,module_6
PPP1R3C,module_6
DET1,module_6
C9orf40,module_6
RNF31,module_6
OXR1,module_6
UACA,module_6
TMEM45A,module_6
FEZF2,module_6
TAPBPL,module_6
IFT57,module_6
ARGLU1,module_6
KIF26B,module_6
SOBP,module_6
RADX,module_6
CCDC186,module_6
SLC38A4,module_6
PPP1R3D,module_6
MED9,module_6
TMEM51,module_6
NTAQ1,module_6
GPATCH1,module_6
SAMD4B,module_6
EBLN2,module_6
PPP1R7,module_6
WDR70,module_6
DMAC2,module_6
RALGPS2,module_6
GPATCH2,module_6
ANO1,module_6
BSDC1,module_6
AGGF1,module_6
PPP1R8,module_6
MAGOHB,module_6
PLEKHJ1,module_6
DYNC2I1,module_6
XKR8,module_6
TMEM39B,module_6
SLC6A15,module_6
CRTAC1,module_6
PRPF38B,module_6
FANCL,module_6
AKIRIN2,module_6
PIWIL2,module_6
CEP192,module_5
TRIM68,module_6
ANO10,module_6
ODAD2,module_6
RBM28,module_6
LARP1B,module_6
SRBD1,module_6
WRAP53,module_1
FIGN,module_6
FAM90A1,module_6
PPP1R10,module_6
ELP3,module_6
CDCA8,module_6
LRRC8D,module_6
THAP1,module_6
ZDHHC4,module_6
RBM23,module_6
UBR7,module_6
MTPAP,module_6
TMEM38B,module_6
DALRD3,module_6
SDAD1,module_6
DARS2,module_6
RFWD3,module_6
PPP2CB,module_6
ARHGEF10L,module_6
PNPO,module_6
SHQ1,module_6
CENPQ,module_1
MSL2,module_6
MRPS18A,module_6
PRMT6,module_6
TBCCD1,module_6
DNAAF2,module_6
MRPS10,module_6
INTS10,module_6
KLHL11,module_6
SEC61A2,module_6
RMDN3,module_6
MRM3,module_6
FAIM,module_6
PPP2R1A,module_6
LINS1,module_5
SMG8,module_6
RNF220,module_6
DZANK1,module_6
SLC25A36,module_6
VPS13D,module_6
RIC8B,module_6
PPP2R1B,module_6
NUDT11,module_6
NADSYN1,module_6
DNAJC17,module_6
PBRM1,module_6
EVA1B,module_6
CCDC198,module_6
RESF1,module_6
RPRD1A,module_6
APPL2,module_6
PPP2R2A,module_6
MAP1S,module_6
LGI2,module_6
ZNF532,module_6
SBNO1,module_6
ARL8B,module_6
DCUN1D2,module_6
SETD5,module_6
PPP2R2B,module_6
ATAD3A,module_6
DPPA4,module_6
BBS7,module_6
P3H2,module_6
FANCI,module_6
TMLHE,module_6
EXD2,module_1
MACO1,module_6
PPP2R2C,module_6
KLHDC8A,module_6
LRRC20,module_6
TRIM62,module_6
